Gene_stable_ID	Gene_name	Gene_description	Gene_type	Chromosome.scaffold_name	Gene_start_.bp.	Gene_end_.bp.	Strand	Transcript_stable_ID	Transcript_start_.bp.	Transcript_end_.bp.	NCBI_gene_ID	RefSeq_ID	GO_term_name
WBGene00008398	D2005.3	?	protein_coding	I	7813761	7815042	-	D2005.3	7813761	7815042	183935	NM_059758	DNA_binding;nucleus;cytosol;programmed_cell_death
WBGene00008399	D2005.4	?	protein_coding	I	7814989	7819593	+	D2005.4.1;D2005.4.2	7815248;7814989	7819593	172545	NM_059759	?
WBGene00008400	drh-3	Dicer_Related_Helicase	protein_coding	I	7820843	7826380	+	D2005.5	7820843	7826380	172546	NM_059760	ATP_binding;cytoplasm;ATPase_activity;single-stranded_RNA_binding;P_granule;production_of_siRNA_involved_in_RNA_interference;RNA_interference;metaphase_plate;condensed_nuclear_chromosome;RNA_polymerase_binding;double-stranded_RNA_binding;helicase_activity;RNA-dependent_ATPase_activity;nucleic_acid_binding;protein_binding;P_granule_assembly
WBGene00008402	wdfy-2	WD_repeat_and_FYVE_domain-containing_protein_2	protein_coding	II	9319865	9322045	+	D2013.2.1;D2013.2.2	9319865	9322045;9321888	174475	NM_063582	metal_ion_binding;endocytosis;phosphatidylinositol-3-phosphate_binding;protein_binding
WBGene00008403	D2013.3	?	protein_coding	II	9317551	9319518	-	D2013.3	9317551	9319518	174474	NM_063581	?
WBGene00008404	D2013.6	?	protein_coding	II	9329757	9331543	+	D2013.6	9329757	9331543	174477	?	protein_binding
WBGene00008405	ttll-12	Tubulin--tyrosine_ligase-like_protein_12	protein_coding	II	9338958	9341409	+	D2013.9.1;D2013.9.2	9338997;9338958	9341409	174480	NM_063589	ATP_binding;endoplasmic_reticulum;ligase_activity;striated_muscle_dense_body;sarcomere;cellular_protein_modification_process;nucleotide_binding;catalytic_activity;oviposition;molecular_function
WBGene00008408	D2023.4	?	protein_coding	V	11825030	11825762	-	D2023.4	11825030	11825762	183946	NM_073577	N-acetyltransferase_activity
WBGene00008409	mpst-1	Putative_thiosulfate_sulfurtransferase_mpst-1	protein_coding	V	11825889	11827067	-	D2023.5	11825889	11827067	179617	NM_073578	thiosulfate_sulfurtransferase_activity;transferase_activity
WBGene00008410	D2023.6	?	protein_coding	V	11827325	11829370	+	D2023.6	11827325	11829370	179618	NM_073579	?
WBGene00008411	mans-1	alpha-1,2-Mannosidase	protein_coding	I	7567821	7571250	-	D2030.1.1;D2030.1.2	7567821	7570553;7571250	172510	NM_059715	integral_component_of_membrane;endoplasmic_reticulum;calcium_ion_binding;Golgi_membrane;mannosyl-oligosaccharide_1,2-alpha-mannosidase_activity;N-glycan_processing;membrane;hydrolase_activity;hydrolase_activity,_acting_on_glycosyl_bonds;metabolic_process
WBGene00008412	D2030.2	?	protein_coding	I	7574195	7578564	+	D2030.2a.1;D2030.2a.2;D2030.2a.3;D2030.2b.1;D2030.2b.2;D2030.2b.3;D2030.2b.4;D2030.2b.5;D2030.2b.6	7574276;7574240;7574195;7575951;7576363;7574274	7578564	172511	NM_001025906;NM_001025905	ATP_binding;mitochondrial_matrix;proteolysis;protein_catabolic_process;ATP-dependent_peptidase_activity;protein_folding;unfolded_protein_binding
WBGene00008413	D2030.3	?	protein_coding	I	7578512	7580833	-	D2030.3	7578512	7580833	172512	NM_059717	nucleus
WBGene00008414	D2030.4	NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_7	protein_coding	I	7580937	7581628	-	D2030.4	7580937	7581628	172513	NM_059718	mitochondrial_inner_membrane;mitochondrial_intermembrane_space;respiratory_chain;NADH_dehydrogenase_(ubiquinone)_activity;membrane;oxidation-reduction_process;mitochondrion;NADH_dehydrogenase_activity
WBGene00008415	mce-1	Methylmalonyl-CoA_Epimerase	protein_coding	I	7582106	7583368	+	D2030.5	7582106	7583368	172514	?	mitochondrion;L-methylmalonyl-CoA_metabolic_process;methylmalonyl-CoA_epimerase_activity
WBGene00008417	D2030.7	?	protein_coding	I	7588653	7590570	+	D2030.7	7588653	7590570	172516	NM_059721	metal_ion_binding;nucleic_acid_binding
WBGene00008418	D2030.8	?	protein_coding	I	7591299	7595198	+	D2030.8	7591299	7595198	172517	NM_059722	?
WBGene00008419	wdr-23	DDB1-_and_CUL4-associated_factor_11_homolog	protein_coding	I	7596507	7602203	+	D2030.9a.1;D2030.9a.2;D2030.9b.1;D2030.9b.2;D2030.9c;D2030.9d.1;D2030.9d.2;D2030.9e	7596507;7597070;7598295	7602199;7602203	172518	NM_001306353;NM_059723;NM_059724;NM_001306354;NM_001263616	cytoplasm;nucleus;mitochondrial_outer_membrane;negative_regulation_of_transcription_from_RNA_polymerase_II_promoter;positive_regulation_of_multicellular_organism_growth;axon;determination_of_adult_lifespan;neuronal_cell_body;mitochondrion;striated_muscle_dense_body;synaptic_vesicle;transcription_factor_binding;proteasome-mediated_ubiquitin-dependent_protein_catabolic_process;regulation_of_cellular_response_to_stress;protein_binding;negative_regulation_of_cellular_response_to_manganese_ion;positive_regulation_of_neuron_death
WBGene00008420	D2030.11	?	protein_coding	I	7590506	7591208	+	D2030.11	7590506	7591208	266841	?	?
WBGene00008421	D2030.12	?	protein_coding	I	7583810	7585327	+	D2030.12	7583810	7585327	3565410	NM_001025904	integral_component_of_membrane;membrane
WBGene00008422	D2045.2	?	protein_coding	III	10452681	10460550	-	D2045.2	10452681	10460550	176464	NM_066905	proteasome_assembly;protein_complex_scaffold
WBGene00008423	D2045.5	?	protein_coding	III	10468060	10469503	-	D2045.5	10468060	10469503	183952	NM_066907	ATP_binding;cytoplasm;nucleus;protein_serine/threonine_kinase_activity;endocytosis;Wnt_signaling_pathway;peptidyl-serine_phosphorylation;regulation_of_cell_shape;protein_kinase_activity;protein_phosphorylation;nucleotide_binding
WBGene00008424	D2045.7	?	protein_coding	III	10479884	10482144	+	D2045.7	10479884	10482144	183953	NM_066910	ATP_binding;cytoplasm;protein_serine/threonine_kinase_activity;protein_phosphorylation;protein_kinase_activity
WBGene00008425	D2045.8	?	protein_coding	III	10482327	10483927	+	D2045.8	10482327	10483927	176468	NM_066911	protein_homooligomerization;protein_binding
WBGene00008426	D2045.9	?	protein_coding	III	10475970	10479753	+	D2045.9	10475970	10479753	3565069	NM_001026062	?
WBGene00008427	atg-10	AuTophaGy_(yeast_Atg_homolog)	protein_coding	II	8659133	8659800	+	D2085.2	8659133	8659800	183959	NM_063438	cytosol;autophagosome_assembly;autophagy;mitophagy;nucleophagy;Atg8_ligase_activity;cytoplasmic_ubiquitin_ligase_complex
WBGene00008428	D2085.3	?	protein_coding	II	8661869	8664722	+	D2085.3	8661869	8664722	174387	NM_063440	translation_initiation_factor_activity;translational_initiation
WBGene00008429	D2085.4	?	protein_coding	II	8664831	8669158	+	D2085.4	8664831	8669158	174388	NM_063441	cytoplasm;nucleus;ligase_activity;ubiquitin_conjugating_enzyme_activity;protein_ubiquitination_involved_in_ubiquitin-dependent_protein_catabolic_process;positive_regulation_of_metaphase/anaphase_transition_of_meiotic_cell_cycle;transferase_activity;ubiquitin-protein_transferase_activity;protein_binding;ubiquitin_protein_ligase_activity;protein_ubiquitination;meiotic_cell_cycle;regulation_of_metaphase/anaphase_transition_of_meiosis_II
WBGene00008430	hgap-2	Heterodimeric_GTPase_Activating_Protein_subunit	protein_coding	II	8669133	8679891	-	D2085.5a;D2085.5b.1;D2085.5b.2;D2085.5c;D2085.5d;D2085.5e;D2085.5f;D2085.5g.1;D2085.5g.2;D2085.5h;D2085.5i;D2085.5j	8669133	8677269;8675009;8676870;8677878;8676384;8679891	3564922	NM_001026883;NM_001026884;NM_001267242;NM_001267237;NM_001267239;NM_001267238;NM_001267243;NM_001267240;NM_001267244;NM_001267241	GTPase_activator_activity;regulation_of_small_GTPase_mediated_signal_transduction;positive_regulation_of_GTPase_activity;activation_of_GTPase_activity;determination_of_adult_lifespan
WBGene00008431	piga-1	PhosphatidylInositol-Glycan_biosynthesis_class_A_protein	protein_coding	II	8659782	8661712	-	D2085.6	8659782	8661712	174386	NM_063439	integral_component_of_membrane;GPI_anchor_biosynthetic_process;membrane;glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex;phosphatidylinositol_N-acetylglucosaminyltransferase_activity
WBGene00008432	D2085.7	?	protein_coding	II	8641381	8648202	+	D2085.7a;D2085.7b	8647145;8641381	8648202;8648141	183960	NM_001267236;NR_051453	?
WBGene00008434	D2089.3	?	protein_coding	II	10661597	10665090	-	D2089.3	10661597	10665090	183962	?	?
WBGene00008435	glna-2	Putative_glutaminase_2	protein_coding	II	8008619	8011630	+	DH11.1.1;DH11.1.2	8008674;8008619	8011630	174282	NM_063274	mitochondrion;mitochondrial_matrix;glutamate_biosynthetic_process;glutaminase_activity;glutamine_catabolic_process;hydrolase_activity;glutamine_metabolic_process
WBGene00008436	DH11.2	?	protein_coding	II	8012816	8015254	+	DH11.2.1;DH11.2.2	8012816	8015254;8015191	174283	NM_063275	?
WBGene00008438	DH11.5	?	protein_coding	II	7976614	7994206	+	DH11.5a;DH11.5b;DH11.5c;DH11.5d;DH11.5e	7976614;7985236;7992383	7990192;7988175;7994206	3565199	NM_063271;NM_182172;NM_182173;NM_001267202;NM_001267203	?;plasma_membrane;calcium_ion_binding;cytosol;synaptic_vesicle_endocytosis;syntaxin_binding;calcium-dependent_phospholipid_binding;synaptic_vesicle_membrane;clathrin_binding;vesicle_fusion;regulation_of_calcium_ion-dependent_exocytosis;calcium_ion-regulated_exocytosis_of_neurotransmitter;synapse;presynapse;protein_binding
WBGene00008439	mfb-1	MAFBx_(F-box)_protein_homolog	protein_coding	I	8779737	8785415	-	DY3.6	8779737	8785415	183975	?	protein_ubiquitination;ubiquitin-protein_transferase_activity;nucleus;ubiquitin-dependent_protein_catabolic_process;aspartic-type_endopeptidase_activity;SCF_ubiquitin_ligase_complex;proteolysis
WBGene00008440	DY3.8	?	protein_coding	I	8758151	8758996	-	DY3.8	8758151	8758996	259387	NM_001025909	integral_component_of_membrane;membrane
WBGene00008441	E01B7.1	?	protein_coding	V	17924916	17934227	+	E01B7.1	17924916	17934227	180175	NM_075112	early_endosome;ubiquitin-dependent_protein_catabolic_process;protein_deubiquitination;thiol-dependent_ubiquitinyl_hydrolase_activity;peptidase_activity;proteolysis
WBGene00008442	E01B7.2	?	protein_coding	V	17921784	17924190	+	E01B7.2	17921784	17924190	183980	NM_075111	regulation_of_transcription,_DNA-templated;transcription_cofactor_activity
WBGene00008443	pde-3	Probable_3',5'-cyclic_phosphodiesterase_pde-3	protein_coding	II	14919705	14953312	+	E01F3.1a;E01F3.1b;E01F3.1c;E01F3.1d;E01F3.1e;E01F3.1f;E01F3.1g;E01F3.1h;E01F3.1i;E01F3.1j	14949537;14924423;14944365;14949547;14919705;14931238	14953312;14952943	183981	NM_064683;NM_182143;NM_001306639;NM_001267523;NM_001267525;NM_001267524;NM_001306640;NM_001306641;NM_001306642;NM_001306643	?;metal_ion_binding;signal_transduction;3',5'-cyclic-nucleotide_phosphodiesterase_activity;hydrolase_activity;phosphoric_diester_hydrolase_activity;chemotaxis;chemosensory_behavior;response_to_alkaline_pH;determination_of_adult_lifespan;phototransduction;positive_regulation_of_gene_expression;response_to_hydrogen_peroxide;negative_regulation_of_cGMP_biosynthetic_process
WBGene00008444	tbc-14	TBC_(Tre-2/Bub2/Cdc16)_domain_family	protein_coding	II	13442878	13447595	-	E01G4.1	13442878	13447595	174986	NM_064430	?
WBGene00008446	E01G4.3	?	protein_coding	II	13460991	13469602	-	E01G4.3a;E01G4.3b.1;E01G4.3b.2;E01G4.3b.3;E01G4.3c	13461082;13461068;13460991;13461070	13462070;13461890;13462063;13462011;13469602	174988	?;NM_001267461	?
WBGene00008447	E01G4.5	?	protein_coding	II	13472431	13473923	+	E01G4.5	13472431	13473923	174989	NM_064434	?
WBGene00008448	E01G4.6	?	protein_coding	II	13482405	13485780	+	E01G4.6	13482405	13485780	174990	NM_064435	?
WBGene00008450	E01G6.2	?	protein_coding	X	12256644	12258971	+	E01G6.2	12256644	12258971	181386	?	?
WBGene00008452	mrps-5	Putative_28S_ribosomal_protein_S5,_mitochondrial	protein_coding	V	12563487	12565786	+	E02A10.1	12563487	12565786	179721	NM_073744	RNA_binding;translation;structural_constituent_of_ribosome;mitochondrial_small_ribosomal_subunit;mitochondrion;ribosome;intracellular_ribonucleoprotein_complex
WBGene00008454	E02A10.4	?	protein_coding	V	12566027	12567951	-	E02A10.4	12566027	12567951	259342	?	?
WBGene00008455	E02H1.1	Probable_dimethyladenosine_transferase	protein_coding	II	9589864	9591201	-	E02H1.1.1;E02H1.1.2	9589864	9591164;9591201	183993	NM_063660	RNA_binding;mitochondrial_matrix;nucleolus;rRNA_(adenine-N6,N6-)-dimethyltransferase_activity;18S_rRNA_(adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase_activity;nucleus;transferase_activity;methyltransferase_activity;methylation;rRNA_processing;rRNA_methyltransferase_activity;rRNA_modification;rRNA_methylation
WBGene00008456	E02H1.2	Uncharacterized_GTP-binding_protein_E02H1.2	protein_coding	II	9588200	9589761	-	E02H1.2	9588200	9589761	174508	NM_063659	GTPase_activity;GTP_binding;mitochondrial_matrix;rRNA_binding;ribosomal_small_subunit_assembly;ribosomal_small_subunit_binding;RNA_binding;nucleotide_binding
WBGene00008457	E02H1.5	?	protein_coding	II	9595224	9596599	+	E02H1.5	9595224	9596599	174510	NM_063663	?
WBGene00008458	E02H1.6	Adenylate_kinase_isoenzyme_6_homolog	protein_coding	II	9596701	9597530	+	E02H1.6	9596701	9597530	174511	NM_063664	ATP_binding;nucleus;ATPase_activity;adenylate_kinase_activity;kinase_activity;phosphorylation;nucleotide_binding;transferase_activity;cytoplasm;nucleotide_phosphorylation
WBGene00008459	mrpl-53	Mitochondrial_Ribosomal_Protein,_Large	protein_coding	II	9597614	9598203	+	E02H1.8	9597614	9598203	3565796	NM_001026887	ribosome
WBGene00008464	E02H4.6	?	protein_coding	X	14250510	14252136	-	E02H4.6	14250510	14252136	183997	NM_077976	protein_kinase_activity;ATP_binding;protein_phosphorylation;cytoplasm;nucleus;protein_serine/threonine_kinase_activity;peptidyl-serine_phosphorylation;regulation_of_cell_shape
WBGene00008476	E03H4.8	?	protein_coding	I	12424555	12426766	-	E03H4.8	12424555	12426766	184023	NM_060750	intracellular_protein_transport;vesicle-mediated_transport;structural_molecule_activity;membrane_coat
WBGene00008480	E04D5.1	Eukaryotic_translation_initiation_factor_2A	protein_coding	II	10416786	10419418	+	E04D5.1a.1;E04D5.1a.2;E04D5.1b	10416806;10416786;10416810	10419418;10417869	174606	NM_063838	regulation_of_translation;positive_regulation_of_gene_expression;translation_initiation_factor_activity;translational_initiation;translation;mRNA_binding;ribosome_binding;tRNA_binding;cytosolic_small_ribosomal_subunit
WBGene00008482	cut-4	CUTiclin	protein_coding	II	10436144	10440092	+	E04D5.3	10436144	10440092	184037	NM_063841	integral_component_of_membrane;membrane
WBGene00008484	E04D5.5	?	protein_coding	II	10411289	10412699	+	E04D5.5	10411289	10412699	259462	?	?
WBGene00008485	ugt-43	UDP-GlucuronosylTransferase	protein_coding	IV	10464659	10467240	+	F01D4.1a;F01D4.1b	10465043;10464659	10467240	184052	NM_001268559;NM_001268558	integral_component_of_membrane;transferase_activity,_transferring_hexosyl_groups;metabolic_process;membrane;transferase_activity;glucuronosyltransferase_activity;intracellular_membrane-bounded_organelle;flavonoid_biosynthetic_process;flavonoid_glucuronidation
WBGene00008486	ugt-44	UDP-GlucuronosylTransferase	protein_coding	IV	10469763	10471890	+	F01D4.2	10469763	10471890	177939	NM_069532	integral_component_of_membrane;glucuronosyltransferase_activity;innate_immune_response;intracellular_membrane-bounded_organelle;flavonoid_biosynthetic_process;flavonoid_glucuronidation;membrane;transferase_activity;metabolic_process;transferase_activity,_transferring_hexosyl_groups
WBGene00008488	F01D4.5	?	protein_coding	IV	10482625	10483648	-	F01D4.5a;F01D4.5b	10482686;10482625	10483648;10483594	177941	NM_069536	transcription_factor_activity,_sequence-specific_DNA_binding;nucleus;positive_regulation_of_transcription_from_RNA_polymerase_II_promoter;transcription_regulatory_region_DNA_binding
WBGene00008490	F01D4.8	?	protein_coding	IV	10450808	10453098	-	F01D4.8	10450808	10453098	184055	NM_069528	cytoplasm;pyridoxal_phosphate_binding
WBGene00008492	F01D5.1	?	protein_coding	II	13996954	13997596	-	F01D5.1	13996954	13997596	175049	NM_064531	innate_immune_response
WBGene00008493	F01D5.2	?	protein_coding	II	13998497	13998956	-	F01D5.2	13998497	13998956	184056	NM_064532	?
WBGene00008494	F01D5.3	?	protein_coding	II	13999158	14000065	-	F01D5.3	13999158	14000065	184057	NM_064533	innate_immune_response
WBGene00008495	F01D5.5	?	protein_coding	II	14001686	14002300	-	F01D5.5	14001686	14002300	184058	NM_064534	innate_immune_response
WBGene00008496	F01D5.6	?	protein_coding	II	14006511	14008576	+	F01D5.6	14006511	14008576	175050	NM_064535	acetylcholine-gated_channel_complex
WBGene00008498	F01D5.8	?	protein_coding	II	14010722	14013824	+	F01D5.8a.1;F01D5.8a.2;F01D5.8b	14010722;14010775	14013824;14013802;14013756	175052	NM_064537;NR_131426	?
WBGene00008499	cyp-37A1	CYtochrome_P450_family	protein_coding	II	14013821	14016964	-	F01D5.9	14013821	14016964	175053	NM_064538	integral_component_of_membrane;heme_binding;oxidoreductase_activity,_acting_on_paired_donors,_with_incorporation_or_reduction_of_molecular_oxygen;monooxygenase_activity;iron_ion_binding;membrane;metal_ion_binding;oxidation-reduction_process;oxidoreductase_activity
WBGene00008500	F01D5.10	?	protein_coding	II	14017836	14020945	-	F01D5.10	14017836	14020945	184059	NM_064539	integral_component_of_membrane;sulfotransferase_activity;membrane
WBGene00008502	skih-2	SKI_(yeast_SuperKIller)_Helicase_homolog	protein_coding	IV	11135567	11142341	-	F01G4.3	11135567	11142341	178017	NM_069683	ATP_binding;RNA_catabolic_process;RNA_binding;RNA_helicase_activity;nucleic_acid_binding;helicase_activity;ATP-dependent_RNA_helicase_activity;nuclear-transcribed_mRNA_catabolic_process,_3'-5'_exonucleolytic_nonsense-mediated_decay;Ski_complex
WBGene00008503	F01G4.4	?	protein_coding	IV	11143345	11146018	+	F01G4.4a;F01G4.4b	11143345	11146018	178018	NM_001268610;NM_001268609	?
WBGene00008504	F01G4.5	?	protein_coding	IV	11146106	11147242	-	F01G4.5	11146106	11147242	178019	NM_069685	integral_component_of_membrane;endoplasmic_reticulum;GPI_anchor_biosynthetic_process;phosphatidylinositol_N-acetylglucosaminyltransferase_activity;glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex;membrane
WBGene00008505	F01G4.6	Phosphate_carrier_protein,_mitochondrial	protein_coding	IV	11146940	11149504	-	F01G4.6a.1;F01G4.6a.2;F01G4.6a.3;F01G4.6b.1;F01G4.6b.2;F01G4.6b.3	11147258;11146940;11147511	11149504;11149152	178020	NM_001083203;NM_001083204	integral_component_of_membrane;transport;translation;structural_constituent_of_ribosome;mitochondrial_inner_membrane;membrane;mitochondrion;mitochondrial_transport;phosphate_ion_transmembrane_transporter_activity;phosphate_ion_transmembrane_transport
WBGene00008506	tkt-1	TransKeTolase_homolog	protein_coding	IV	10243591	10245752	+	F01G10.1.1;F01G10.1.2	10243612;10243591	10245752	177906	NM_069477	catalytic_activity;metabolic_process
WBGene00008510	lipl-7	Lipase	protein_coding	IV	10239278	10241859	-	F01G10.7	10239278	10241859	184068	NM_069476	hydrolase_activity,_acting_on_ester_bonds;lipid_catabolic_process;hydrolase_activity;lipid_metabolic_process
WBGene00008511	F01G10.9	?	protein_coding	IV	10255755	10259657	-	F01G10.9	10255755	10259657	177909	NM_069480	?
WBGene00008512	F01G10.10	?	protein_coding	IV	10246162	10249907	+	F01G10.10	10246162	10249907	177907	NM_069478	lipid_binding
WBGene00008514	F02A9.4	Probable_methylcrotonoyl-CoA_carboxylase_beta_chain,_mitochondrial	protein_coding	III	9084314	9089375	-	F02A9.4a;F02A9.4b	9086840;9084314	9089375	176285	NM_066612	ATP_binding;cytoplasm;mitochondrial_matrix;methylcrotonoyl-CoA_carboxylase_activity;leucine_catabolic_process;nucleotide_binding;ligase_activity;mitochondrion;RNA_binding;RNA_processing;ribonuclease_III_activity;double-stranded_RNA_binding;RNA_phosphodiester_bond_hydrolysis,_endonucleolytic
